"3-к. квартира, 67,2 м², 4/5 эт.",https://www.avito.ru/astrahan/kvartiry/3-k._kvartira_672_m_45_et._4386630896,5300000,"Астраханская обл., Астрахань, Хибинская ул., 10к1, р-н Трусовский","['Количество комнат: 3', 'Общая площадь: 67.2 м²', 'Площадь кухни: 9 м²', 'Жилая площадь: 45 м²', 'Этаж: 4 из 5', 'Балкон или лоджия: лоджия', 'Тип комнат: изолированные', 'Высота потолков: 2.8 м', 'Санузел: совмещенный', 'Окна: во двор, на улицу', 'Ремонт: евро', 'Мебель: кухня, спальные места', 'Техника: кондиционер', 'Способ продажи: свободная']","['Тип дома: кирпичный', 'Год постройки: 2011', 'Этажей в доме: 5', 'Пассажирский лифт: нет', 'Грузовой лифт: нет', 'В доме: газ', 'Парковка: открытая во дворе']","46.3678894,47.98689651"
"2-к. квартира, 62 м², 4/23 эт.",https://www.avito.ru/astrahan/kvartiry/2-k._kvartira_62_m_423_et._4801839603,9950000,"Астраханская обл., Астрахань, ул. Набережная Приволжского Затона, 45, р-н Советский","['Количество комнат: 2', 'Общая площадь: 62 м²', 'Площадь кухни: 25 м²', 'Жилая площадь: 22 м²', 'Этаж: 4 из 23', 'Балкон или лоджия: балкон', 'Дополнительно: гардеробная, панорамные окна', 'Тип комнат: изолированные', 'Высота потолков: 2.8 м', 'Санузел: совмещенный, раздельный', 'Окна: во двор', 'Ремонт: требует ремонта', 'Техника: водонагреватель', 'Способ продажи: свободная', 'Вид сделки: возможна ипотека']","['Тип дома: монолитно-кирпичный', 'Год постройки: 2023', 'Этажей в доме: 23', 'Пассажирский лифт: 2', 'Грузовой лифт: 1', 'В доме: консьерж, газ', 'Двор: закрытая территория, детская площадка, спортивная площадка', 'Парковка: открытая во дворе']","46.33408737,48.00788116"
"3-к. квартира, 86 м², 15/17 эт.",https://www.avito.ru/astrahan/kvartiry/3-k._kvartira_86_m_1517_et._4180893954,5650000,"Астраханская обл., Астрахань, ул. Трофимова, 6, р-н Советский","['Количество комнат: 3', 'Общая площадь: 86 м²', 'Площадь кухни: 15 м²', 'Жилая площадь: 45 м²', 'Этаж: 15 из 17', 'Балкон или лоджия: балкон, лоджия', 'Тип комнат: изолированные', 'Высота потолков: 3 м', 'Санузел: раздельный', 'Окна: во двор, на улицу', 'Ремонт: требует ремонта', 'Способ продажи: свободная', 'Вид сделки: возможна ипотека']","['Тип дома: кирпичный', 'Год постройки: 2020', 'Этажей в доме: 17', 'Пассажирский лифт: 1', 'Грузовой лифт: 1', 'Двор: закрытая территория, детская площадка, спортивная площадка', 'Парковка: за шлагбаумом во дворе']","46.33861923,48.028759"
"2-к. квартира, 73,4 м², 16/16 эт.",https://www.avito.ru/astrahan/kvartiry/2-k._kvartira_734_m_1616_et._4326263097,7500000,"Астраханская обл., Астрахань, Моздокская ул., 20, р-н Советский","['Количество комнат: 2', 'Общая площадь: 73.4 м²', 'Площадь кухни: 18 м²', 'Жилая площадь: 50 м²', 'Этаж: 16 из 16', 'Балкон или лоджия: балкон', 'Тип комнат: изолированные', 'Высота потолков: 2.8 м', 'Санузел: совмещенный', 'Окна: во двор, на улицу', 'Ремонт: евро', 'Тёплый пол: есть', 'Мебель: кухня', 'Техника: кондиционер', 'Способ продажи: свободная', 'Вид сделки: возможна ипотека']","['Тип дома: монолитно-кирпичный', 'Год постройки: 2018', 'Этажей в доме: 16', 'Пассажирский лифт: 1', 'Грузовой лифт: 1', 'В доме: мусоропровод', 'Двор: детская площадка, спортивная площадка', 'Парковка: открытая во дворе']","46.32929064798907,48.033447951946215"
"2-к. квартира, 36,3 м², 2/2 эт.",https://www.avito.ru/astrahan/kvartiry/2-k._kvartira_363_m_22_et._4375214133,1700000,"Астраханская обл., Астрахань, ул. Галины Николаевой, 29, р-н Трусовский","['Количество комнат: 2', 'Общая площадь: 36.3 м²', 'Площадь кухни: 7.5 м²', 'Этаж: 2 из 2', 'Тип комнат: смежные', 'Санузел: совмещенный', 'Окна: во двор, на улицу', 'Ремонт: требует ремонта', 'Способ продажи: свободная', 'Вид сделки: возможна ипотека']","['Тип дома: кирпичный', 'Этажей в доме: 2', 'В доме: газ', 'Двор: детская площадка']","46.417547,47.97433"
"3-к. квартира, 76,5 м², 7/9 эт.",https://www.avito.ru/astrahan/kvartiry/3-k._kvartira_765_m_79_et._3889105463,4350000,"Астраханская обл., Астрахань, Жилая ул., 9к1, р-н Ленинский","['Количество комнат: 3', 'Общая площадь: 76.5 м²', 'Площадь кухни: 9 м²', 'Жилая площадь: 45 м²', 'Этаж: 7 из 9', 'Балкон или лоджия: лоджия', 'Тип комнат: изолированные', 'Санузел: раздельный', 'Окна: во двор', 'Ремонт: требует ремонта', 'Способ продажи: свободная', 'Вид сделки: возможна ипотека']","['Тип дома: панельный', 'Год постройки: 1994', 'Этажей в доме: 9', 'Пассажирский лифт: 1', 'Грузовой лифт: нет', 'В доме: мусоропровод', 'Двор: детская площадка, спортивная площадка', 'Парковка: открытая во дворе']","46.4034729,48.09220886"
"3-к. квартира, 68,2 м², 2/9 эт.",https://www.avito.ru/astrahan/kvartiry/3-k._kvartira_682_m_29_et._4865441886,7650000,"Астраханская обл., Астрахань, ул. Набережная Приволжского Затона, 15к2, р-н Советский","['Количество комнат: 3', 'Общая площадь: 68.2 м²', 'Площадь кухни: 9.2 м²', 'Жилая площадь: 42.9 м²', 'Этаж: 2 из 9', 'Балкон или лоджия: лоджия', 'Тип комнат: изолированные', 'Санузел: раздельный', 'Окна: во двор', 'Ремонт: евро', 'Мебель: кухня, хранение одежды, спальные места', 'Способ продажи: свободная', 'Вид сделки: возможна ипотека']","['Тип дома: панельный', 'Этажей в доме: 9', 'Пассажирский лифт: 1', 'Двор: детская площадка', 'Парковка: открытая во дворе']","46.33782959,48.01422501"
"2-к. квартира, 45 м², 3/5 эт.",https://www.avito.ru/astrahan/kvartiry/2-k._kvartira_45_m_35_et._4579923853,4299999,"Астраханская обл., Астрахань, Боевая ул., 75, р-н Советский","['Количество комнат: 2', 'Общая площадь: 45 м²', 'Площадь кухни: 7 м²', 'Этаж: 3 из 5', 'Балкон или лоджия: балкон', 'Тип комнат: изолированные', 'Санузел: раздельный', 'Ремонт: евро', 'Мебель: кухня', 'Техника: кондиционер', 'Способ продажи: свободная', 'Вид сделки: возможна ипотека']","['Тип дома: панельный', 'Год постройки: 1981', 'Этажей в доме: 5', 'Пассажирский лифт: нет', 'Грузовой лифт: нет', 'В доме: газ', 'Двор: детская площадка, спортивная площадка', 'Парковка: открытая во дворе']","46.325594,48.022597"
"1-к. квартира, 40 м², 10/12 эт.",https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_40_m_1012_et._4579852784,3600000,"Астраханская обл., Астрахань, мкр-н имени Бабаевского, Бульварная ул., 14А, р-н Ленинский","['Количество комнат: 1', 'Общая площадь: 40 м²', 'Площадь кухни: 10 м²', 'Жилая площадь: 13 м²', 'Этаж: 10 из 12', 'Балкон или лоджия: балкон', 'Высота потолков: 52 м', 'Санузел: раздельный', 'Окна: во двор, на улицу, на солнечную сторону', 'Отделка: чистовая', 'Способ продажи: переуступка']","['Тип дома: панельный', 'Этажей в доме: 12', 'Пассажирский лифт: 2', 'Грузовой лифт: 1', 'Двор: детская площадка, спортивная площадка', 'Парковка: открытая во дворе']","46.40681458,48.09518051"
"Квартира-студия, 22,1 м², 12/23 эт.",https://www.avito.ru/astrahan/kvartiry/kvartira-studiya_221_m_1223_et._4419476606,3500000,"ул. 3-я Зеленгинская, д. 11, р-н Кировский","['Количество комнат: студия', 'Общая площадь: 22.1 м²', 'Жилая площадь: 22.1 м²', 'Этаж: 12 из 23', 'Высота потолков: 2.8 м', 'Санузел: совмещенный', 'Окна: во двор', 'Отделка: предчистовая', 'Способ продажи: переуступка', 'Вид сделки: возможна ипотека']","['Название новостройки: ЖК «PROGRESS Восточный»', 'Корпус, строение: 1 очередь, Дом 1', 'Тип участия: ДДУ по ФЗ 214', 'Срок сдачи: Сдача в 4 кв. 2025', 'Тип дома: монолитно-кирпичный', 'Этажей в доме: 23', 'Пассажирский лифт: 1', 'Грузовой лифт: 1', 'Двор: закрытая территория', 'Парковка: за шлагбаумом во дворе']","46.35403,48.07841"
"Квартира-студия, 22,6 м², 15/23 эт.",https://www.avito.ru/astrahan/kvartiry/kvartira-studiya_226_m_1523_et._4617762108,3500000,"ул. Татищева, д. 2б, р-н Ленинский","['Количество комнат: студия', 'Общая площадь: 22.6 м²', 'Жилая площадь: 16.2 м²', 'Этаж: 15 из 23', 'Санузел: совмещенный', 'Окна: во двор, на улицу', 'Отделка: предчистовая', 'Способ продажи: переуступка']","['Название новостройки: ЖК «PROGRESS САВУШКИНА»', 'Тип участия: ДДУ по ФЗ 214', 'Срок сдачи: Сдача в 4 кв. 2026', 'Тип дома: монолитный', 'Этажей в доме: 23', 'Пассажирский лифт: 1', 'Грузовой лифт: 1', 'Двор: закрытая территория, детская площадка', 'Парковка: открытая во дворе']","46.37261,48.05388"
"2-к. квартира, 57,8 м², 14/23 эт.",https://www.avito.ru/astrahan/kvartiry/2-k._kvartira_578_m_1423_et._4494224376,8500000,"Астраханская обл., Астрахань, ул. Бехтерева, 2Б, р-н Кировский","['Количество комнат: 2', 'Общая площадь: 57.8 м²', 'Площадь кухни: 22 м²', 'Жилая площадь: 25 м²', 'Этаж: 14 из 23', 'Балкон или лоджия: лоджия', 'Тип комнат: смежные', 'Санузел: совмещенный', 'Окна: на улицу', 'Ремонт: требует ремонта', 'Тёплый пол: есть', 'Способ продажи: свободная', 'Вид сделки: возможна ипотека']","['Тип дома: кирпичный', 'Год постройки: 2024', 'Этажей в доме: 23']","46.336098,48.001369"
"2-к. квартира, 44,1 м², 9/9 эт.",https://www.avito.ru/astrahan/kvartiry/2-k._kvartira_441_m_99_et._4802042585,3900000,"Астраханская обл., Астрахань, б-р Победы, 5, р-н Ленинский","['Количество комнат: 2', 'Общая площадь: 44.1 м²', 'Площадь кухни: 7 м²', 'Жилая площадь: 30 м²', 'Этаж: 9 из 9', 'Балкон или лоджия: балкон', 'Тип комнат: изолированные', 'Санузел: раздельный', 'Ремонт: косметический', 'Способ продажи: свободная', 'Вид сделки: возможна ипотека']","['Тип дома: кирпичный', 'Этажей в доме: 9', 'Пассажирский лифт: 1', 'Двор: детская площадка, спортивная площадка', 'Парковка: открытая во дворе']","46.37069321,48.04445267"
"3-к. квартира, 59,8 м², 5/5 эт.",https://www.avito.ru/astrahan/kvartiry/3-k._kvartira_598_m_55_et._4073527033?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA,3300000,"Астраханская обл., Астрахань, ул. Тренёва, 27, р-н Трусовский",,"['Тип дома: кирпичный', 'Год постройки: 1980', 'Этажей в доме: 5', 'Пассажирский лифт: нет', 'Грузовой лифт: нет', 'Парковка: открытая во дворе']","46.41846085,47.9916687"
"3-к. квартира, 64 м², 5/9 эт.",https://www.avito.ru/astrahan/kvartiry/3-k._kvartira_64_m_59_et._4833487095?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA,5300000,"Астраханская обл., Астрахань, ул. Бориса Алексеева, 45, р-н Ленинский",,"['Тип дома: панельный', 'Год постройки: 1994', 'Этажей в доме: 9', 'Пассажирский лифт: 1', 'Грузовой лифт: нет', 'Двор: детская площадка, спортивная площадка', 'Парковка: открытая во дворе']","46.363475,48.072911"
"1-к. квартира, 31,9 м², 10/11 эт.",https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_319_m_1011_et._4148124356?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA,4147000,"Августовская улица, стр. 2, р-н Ленинский",,"['Название новостройки: ЖК «Аксиома. Свобода»', 'Корпус, строение: Дом 2', 'Тип участия: ДДУ по ФЗ 214', 'Срок сдачи: Сдача в 2 кв. 2026', 'Тип дома: монолитно-кирпичный', 'Этажей в доме: 11', 'Пассажирский лифт: 1', 'Грузовой лифт: 1', 'Двор: закрытая территория, детская площадка, спортивная площадка', 'Парковка: открытая во дворе']","46.37517,48.08175",1,31.9 м²,9.9 м²,10,балкон,совмещенный,на улицу,,,возможна ипотека,
"2-к. квартира, 45 м², 3/5 эт.",https://www.avito.ru/astrahan/kvartiry/2-k._kvartira_45_m_35_et._4400723150?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA,3950000,"Астраханская обл., Астрахань, ул. Михаила Луконина, 12к2, р-н Советский",,"['Тип дома: панельный', 'Год постройки: 1977', 'Этажей в доме: 5', 'Пассажирский лифт: нет', 'Грузовой лифт: нет', 'В доме: газ', 'Двор: детская площадка, спортивная площадка', 'Парковка: открытая во дворе']","46.328718,48.047687",2,45 м²,6 м²,3,лоджия,раздельный,,косметический,,,
"Квартира-студия, 26,2 м², 5/25 эт.",https://www.avito.ru/astrahan/kvartiry/kvartira-studiya_262_m_525_et._4212113273?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA,3923016,"ул. Магнитогорская/ул. Грозненская/ул. Грузинская/ул. Красная набережная, Жилой квартал «Слова», р-н Кировский",,"['Название новостройки: Жилой квартал «Слова»', 'Тип участия: ДДУ по ФЗ 214', 'Срок сдачи: Сдача в 2 кв. 2027', 'Тип дома: монолитно-кирпичный', 'Этажей в доме: 25']","46.34232,48.06056",студия,26.2 м²,,5,,,,,,,
"2-к. квартира, 57 м², 21/25 эт.",https://www.avito.ru/astrahan/kvartiry/2-k._kvartira_57_m_2125_et._2405008517?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA,8960000,"ул. Космонавтов, д. 18, р-н Советский",,"['Название новостройки: ЖК «ГАГАРИН»', 'Корпус, строение: Дом 3 (1 этап)', 'Тип участия: ДДУ по ФЗ 214', 'Срок сдачи: Сдача в 3 кв. 2024', 'Тип дома: монолитный', 'Этажей в доме: 25']","46.33274,48.06122",2,57 м²,21.8 м²,21,,совмещенный,,,,,
"2-к. квартира, 50,9 м², 6/18 эт.",https://www.avito.ru/astrahan/kvartiry/2-k._kvartira_509_m_618_et._4517188018?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA,6990000,"ул. Боевая, жилой дом, р-н Советский",,"['Название новостройки: ЖК «РАЗУМ на Боевой»', 'Корпус, строение: Дом №3', 'Тип участия: ДДУ по ФЗ 214', 'Срок сдачи: Сдача в 4 кв. 2026', 'Тип дома: монолитный', 'Этажей в доме: 18']","46.31714,48.0209",2,50.9 м²,,6,,,,,,,
"3-к. квартира, 58,5 м², 2/9 эт.",https://www.avito.ru/astrahan/kvartiry/3-k._kvartira_585_m_29_et._4401348387?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA,4790000,"Астраханская обл., Астрахань, ул. Валерии Барсовой, 15к1, р-н Кировский",,"['Тип дома: панельный', 'Год постройки: 1988', 'Этажей в доме: 9', 'Пассажирский лифт: 1', 'Грузовой лифт: нет']","46.34497,48.06267",3,58.5 м²,8.5 м²,2,лоджия,раздельный,,косметический,,,
"5-к. апартаменты, 100,9 м², 1/6 эт.",https://www.avito.ru/astrahan/kvartiry/5-k._apartamenty_1009_m_16_et._4562378313?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA,3600000,"Астраханская обл., Астрахань, мкр-н Завод имени 30-летия Октября, ул. Немова, 32, р-н Советский",,"['Тип дома: кирпичный', 'Этажей в доме: 6', 'Пассажирский лифт: нет', 'Грузовой лифт: нет', 'Двор: детская площадка', 'Парковка: открытая во дворе']","46.279466,47.968707",5,100.9 м²,12 м²,1,,раздельный,"во двор, на улицу",требует ремонта,,,
"2-к. квартира, 43,9 м², 5/5 эт.",https://www.avito.ru/astrahan/kvartiry/2-k._kvartira_439_m_55_et._4279394010?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA,3600000,"Астраханская обл., Астрахань, ул. Адмирала Нахимова, 127, р-н Советский",,"['Тип дома: кирпичный', 'Год постройки: 1971', 'Этажей в доме: 5']","46.308079,47.992728",2,43.9 м²,6.5 м²,5,балкон,совмещенный,,косметический,,,
"Квартира-студия, 22,6 м², 12/18 эт.",https://www.avito.ru/astrahan/kvartiry/kvartira-studiya_226_m_1218_et._4517192693?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA,3750000,"ул. Боевая, жилой дом, р-н Советский",,"['Название новостройки: ЖК «РАЗУМ на Боевой»', 'Корпус, строение: Дом №3', 'Тип участия: ДДУ по ФЗ 214', 'Срок сдачи: Сдача в 4 кв. 2026', 'Тип дома: монолитный', 'Этажей в доме: 18']","46.31714,48.0209",студия,22.6 м²,,12,,,,,,,
"2-к. квартира, 71,7 м², 11/21 эт.",https://www.avito.ru/astrahan/kvartiry/2-k._kvartira_717_m_1121_et._2508853943?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA,10200000,"ул. Трофимова, стр. 1, р-н Советский",,"['Название новостройки: Клубный квартал «Лотос Парк»', 'Корпус, строение: Дом 2', 'Тип участия: ДДУ по ФЗ 214', 'Срок сдачи: Сдача в 2 кв. 2025', 'Тип дома: монолитно-кирпичный', 'Этажей в доме: 21']","46.3393,48.0259",2,71.7 м²,,11,,,,,,,
"Квартира-студия, 26,3 м², 4/25 эт.",https://www.avito.ru/astrahan/kvartiry/kvartira-studiya_263_m_425_et._4407492798?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA,3703244,"ул. 2-я Игарская, з/у 12, р-н Советский",,"['Название новостройки: ЖК «SKY»', 'Тип участия: ДДУ по ФЗ 214', 'Срок сдачи: Сдача в 2 кв. 2026', 'Тип дома: монолитно-кирпичный', 'Этажей в доме: 25']","46.32686,48.01782",студия,26.3 м²,,4,,,,,,,
"1-к. квартира, 31,9 м², 11/11 эт.",https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_319_m_1111_et._4148062310?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA,5598450,"Августовская улица, стр. 3, р-н Ленинский",,"['Название новостройки: ЖК «Аксиома. Свобода»', 'Корпус, строение: Дом 3', 'Тип участия: ДДУ по ФЗ 214', 'Срок сдачи: Сдача в 4 кв. 2026', 'Тип дома: монолитно-кирпичный', 'Этажей в доме: 11', 'Пассажирский лифт: 1', 'Грузовой лифт: 1', 'Двор: закрытая территория, детская площадка, спортивная площадка', 'Парковка: открытая во дворе']","46.37477,48.08235",1,31.9 м²,9.9 м²,11,балкон,совмещенный,на улицу,,,возможна ипотека,
